name,length,duration,num_positives,num_negatives,num_puppetmaster,num_sockpuppets,min_message_length,ave_message_length,max_message_length,max_page_length,ave_page_length,min_page_length
Category_Wikipedia_sockpuppets_of_Sol_Goldstone.csv,1545,9597040.0,501,1044,500,1,0,49.36116504854369,234,80,28.697734627831714,6
Category_Wikipedia_sockpuppets_of_Explicition.csv,744,32467357.0,242,502,226,16,0,57.333333333333336,329,93,16.29032258064516,4
Category_Wikipedia_sockpuppets_of_Gafanhaozacharyx1998.csv,34,9611409.0,10,24,7,3,0,67.79411764705883,251,30,24.235294117647058,17
Category_Wikipedia_sockpuppets_of_Wikiya007.csv,266,10202740.0,91,175,36,55,0,41.545112781954884,211,66,22.345864661654137,8
Category_Wikipedia_sockpuppets_of_JustMyOpiñon.csv,1583,155469665.0,419,1164,140,279,0,55.23120656980417,496,62,17.519898926089702,4
Category_Wikipedia_sockpuppets_of_JRfougnazal.csv,323,152363774.0,122,201,96,26,0,52.424148606811144,375,42,18.60061919504644,8
Category_Wikipedia_sockpuppets_of_Panagiotis16.csv,50,25058624.0,26,24,15,11,0,55.56,231,17,14.84,12
Category_Wikipedia_sockpuppets_of_Christine5797.csv,93,26126733.0,31,62,15,16,0,43.526881720430104,199,31,12.623655913978494,3
Category_Wikipedia_sockpuppets_of_Mikesanders70.csv,8,19512703.0,5,3,5,0,0,35.25,59,59,26.625,22
Category_Wikipedia_sockpuppets_of_Chilmy23.csv,5255,13456151.0,1798,3457,500,1298,0,23.597716460513798,496,44,16.99257849666984,6
Category_Wikipedia_sockpuppets_of_Sajjad_Altaf.csv,1650,310231549.0,589,1061,500,89,0,52.412727272727274,490,71,18.36,5
Category_Wikipedia_sockpuppets_of_Sciquest_marketing.csv,68,104342.0,53,15,47,6,0,33.338235294117645,130,54,20.808823529411764,5
Category_Wikipedia_sockpuppets_of_JordanMicahBennett.csv,313,134936445.0,123,190,109,14,0,49.00958466453674,255,73,26.766773162939298,12
Category_Wikipedia_sockpuppets_of_RASSIOPEIA.csv,603,29211277.0,197,406,132,65,0,52.830845771144276,500,53,24.500829187396352,8
Category_Wikipedia_sockpuppets_of_Mandalaneni_Radha_krishna.csv,24,11689.0,9,15,8,1,0,43.125,208,38,15.041666666666666,13
Category_Wikipedia_sockpuppets_of_Art3m1a1.csv,466,80037652.0,126,340,43,83,0,54.73390557939914,352,65,17.551502145922747,3
Category_Wikipedia_sockpuppets_of_Daredevils56.csv,2422,5787749.0,829,1593,500,329,0,42.30057803468208,494,48,23.158959537572255,7
Category_Wikipedia_sockpuppets_of_Bacefook.csv,620,240280569.0,178,442,167,11,0,45.38225806451613,376,67,17.88225806451613,4
Category_Wikipedia_sockpuppets_of_Spitfire000.csv,12,10469.0,7,5,6,1,29,57.333333333333336,128,26,24.75,21
Category_Wikipedia_sockpuppets_of_Redmoon660.csv,1406,12809848.0,763,643,500,263,0,43.62446657183499,253,34,24.182076813655762,9
Category_Wikipedia_sockpuppets_of_Moab12.csv,704,52258551.0,211,493,112,99,0,64.03125,330,73,25.477272727272727,7
Category_Wikipedia_sockpuppets_of_Wertzt.csv,400,26006143.0,140,260,131,9,0,49.0925,255,46,24.085,3
Category_Wikipedia_sockpuppets_of_Ayush0112.csv,17,1968370.0,10,7,5,5,0,89.41176470588235,337,11,11.0,11
Category_Wikipedia_sockpuppets_of_Bobesh8.csv,96,3203325.0,38,58,22,16,0,25.375,189,36,22.15625,7
Category_Wikipedia_sockpuppets_of_Dr_Meena_Journalist.csv,31,1051715.0,11,20,7,4,0,37.516129032258064,194,51,38.12903225806452,19
Category_Wikipedia_sockpuppets_of_Ljlas20.csv,4397,238793254.0,1213,3184,500,713,0,40.00068228337503,500,75,19.30020468501251,3
Category_Wikipedia_sockpuppets_of_Indrajith79.csv,3,1230.0,3,0,3,0,0,33.666666666666664,101,24,24.0,24
Category_Wikipedia_sockpuppets_of_Jamin_Day.csv,72,85871.0,51,21,27,24,0,21.875,198,52,23.98611111111111,10
Category_Wikipedia_sockpuppets_of_IRCAM_3000.csv,189,6982007.0,77,112,13,64,0,51.65079365079365,235,45,22.211640211640212,8
Category_Wikipedia_sockpuppets_of_Roop_chandra.csv,2,0.0,1,1,1,0,196,196.0,196,25,25.0,25
Category_Wikipedia_sockpuppets_of_OAS_Helicopters.csv,29,229148.0,24,5,19,5,0,34.03448275862069,500,34,30.379310344827587,19
Category_Wikipedia_sockpuppets_of_Labor_Watch.csv,2402,154977135.0,676,1726,500,176,0,45.29059117402165,247,88,23.05370524562864,3
Category_Wikipedia_sockpuppets_of_Fled_Sebr.csv,5,184366.0,3,2,1,2,0,49.0,113,13,13.0,13
Category_Wikipedia_sockpuppets_of_Aman_pathak7045.csv,11,675413.0,7,4,5,2,14,15.181818181818182,20,18,18.0,18
Category_Wikipedia_sockpuppets_of_Watsonboss.csv,16,4398117.0,8,8,5,3,12,67.875,463,38,17.9375,5
Category_Wikipedia_sockpuppets_of_Sith_Order_of_Lord_Maul.csv,8,1155.0,5,3,4,1,0,32.5,130,14,14.0,14
Category_Wikipedia_sockpuppets_of_Sofia_Koutsouveli.csv,6307,130632128.0,1665,4642,500,1165,0,50.549389567147614,348,77,17.88806088473125,2
Category_Wikipedia_sockpuppets_of_Iman_naseem.csv,17,51161.0,11,6,8,3,0,2.411764705882353,22,16,13.764705882352942,11
Category_Wikipedia_sockpuppets_of_Gracewan2012.csv,25,50908947.0,9,16,6,3,0,40.52,188,47,20.16,17
Category_Wikipedia_sockpuppets_of_Srimant_ROSHAN.csv,1406,99713621.0,530,876,500,30,0,43.352062588904694,496,85,16.91465149359886,4
Category_Wikipedia_sockpuppets_of_Freeman020203.csv,18,11133539.0,15,3,9,6,0,86.0,496,23,19.555555555555557,7
Category_Wikipedia_sockpuppets_of_Consettlad.csv,67,56656048.0,19,48,8,11,0,59.37313432835821,248,17,9.373134328358208,7
Category_Wikipedia_sockpuppets_of_Call_800_800_1800.csv,28,90242.0,14,14,9,5,0,26.928571428571427,167,27,22.178571428571427,15
Category_Wikipedia_sockpuppets_of_AnusMcAnusson.csv,20,5656087.0,7,13,5,2,0,63.35,201,35,18.5,6
Category_Wikipedia_sockpuppets_of_Maeveh.csv,87,439009.0,44,43,43,1,0,44.42528735632184,245,21,13.988505747126437,11
Category_Wikipedia_sockpuppets_of_Cypriot_Chauvinist.csv,2043,91818854.0,568,1475,191,377,0,55.858541360744006,498,54,22.00685266764562,3
Category_Wikipedia_sockpuppets_of_Shuchita.vyas.social.csv,23,8334905.0,11,12,8,3,0,33.95652173913044,135,33,19.782608695652176,7
Category_Wikipedia_sockpuppets_of_Xbvguugx.csv,338,15147636.0,116,222,24,92,0,41.751479289940825,332,77,26.047337278106507,12
Category_Wikipedia_sockpuppets_of_Yosh2006.csv,163,423085078.0,43,120,24,19,0,34.16564417177914,333,45,22.012269938650306,9
Category_Wikipedia_sockpuppets_of_D.H.110.csv,1450,19623734.0,488,962,145,343,0,54.068275862068965,255,86,20.58896551724138,4
Category_Wikipedia_sockpuppets_of_Prior400.csv,42,2480893.0,25,17,16,9,0,18.761904761904763,58,52,40.976190476190474,13
Category_Wikipedia_sockpuppets_of_Aamamun.csv,97,78783421.0,32,65,9,23,0,40.28865979381443,213,31,15.22680412371134,9
Category_Wikipedia_sockpuppets_of_P.V.Moyo.csv,133,70937825.0,34,99,33,1,0,46.83458646616541,225,27,10.548872180451127,3
Category_Wikipedia_sockpuppets_of_Hi-Blow.csv,12,72305.0,11,1,5,6,0,97.08333333333333,113,12,12.0,12
Category_Wikipedia_sockpuppets_of_Melody_Soldiers.csv,2,0.0,1,1,1,0,62,62.0,62,28,28.0,28
Category_Wikipedia_sockpuppets_of_Transport_2005.csv,814,4032876.0,195,619,186,9,0,45.21621621621622,384,43,16.05036855036855,3
Category_Wikipedia_sockpuppets_of_Abhay_Gupta_Varanasi.csv,1479,93929618.0,562,917,202,360,0,35.07910750507099,255,47,21.211629479377958,5
Category_Wikipedia_sockpuppets_of_Seal_Boxer.csv,340,24366739.0,115,225,105,10,0,45.07941176470588,236,66,26.397058823529413,8
Category_Wikipedia_sockpuppets_of_JoeStockImage.csv,14,70230.0,9,5,8,1,0,46.92857142857143,133,23,15.285714285714286,10
Category_Wikipedia_sockpuppets_of_Gungul_gungul.csv,17,22821009.0,5,12,3,2,0,57.8235294117647,170,29,22.529411764705884,6
Category_Wikipedia_sockpuppets_of_Wook-Wookie22.csv,231,6861169.0,75,156,41,34,0,46.913419913419915,237,44,18.896103896103895,6
Category_Wikipedia_sockpuppets_of_Andrew27112004.csv,1258,18404983.0,404,854,233,171,0,48.92209856915739,500,61,17.784578696343402,4
Category_Wikipedia_sockpuppets_of_Shalash3.csv,87,15053100.0,47,40,42,5,0,16.379310344827587,199,21,15.344827586206897,12
Category_Wikipedia_sockpuppets_of_AG9524.csv,334,7280262.0,113,221,60,53,0,48.137724550898206,496,46,22.00299401197605,9
Category_Wikipedia_sockpuppets_of_KillerGho$t.csv,8160,77172224.0,1818,6342,500,1318,0,49.237009803921566,500,77,19.448039215686276,3
Category_Wikipedia_sockpuppets_of_Adamstraw99.csv,1991,338245601.0,545,1446,500,45,0,50.545956805625316,410,65,17.53088900050226,4
Category_Wikipedia_sockpuppets_of_GeorgianJorjadze.csv,692,16501895.0,248,444,139,109,0,41.036127167630056,255,68,19.122832369942195,5
Category_Wikipedia_sockpuppets_of_Akbaralighazi.csv,503,158571603.0,139,364,58,81,0,46.77335984095428,232,63,16.174950298210735,5
Category_Wikipedia_sockpuppets_of_Phillip_Mandeville.csv,303,251847370.0,98,205,43,55,0,46.132013201320134,264,54,18.95049504950495,4
Category_Wikipedia_sockpuppets_of_Arifjwadder.csv,2761,114822603.0,1068,1693,500,568,0,41.0333212604129,254,89,22.632379572618618,3
Category_Wikipedia_sockpuppets_of_Hengamehf85.csv,11,1065947.0,8,3,8,0,0,28.727272727272727,79,25,21.727272727272727,21
Category_Wikipedia_sockpuppets_of_Lobster900.csv,17,258871.0,11,6,8,3,0,24.705882352941178,49,20,18.647058823529413,17
Category_Wikipedia_sockpuppets_of_Ft67.csv,162,1289373.0,69,93,34,35,0,59.648148148148145,196,55,25.19753086419753,9
Category_Wikipedia_sockpuppets_of_Anirbanmitra21.csv,21,85970995.0,5,16,3,2,0,75.61904761904762,302,53,26.523809523809526,5
Category_Wikipedia_sockpuppets_of_MrWriter245.csv,8139,100893160.0,3008,5131,500,2508,0,38.84740140066347,395,59,18.820985379039193,4
Category_Wikipedia_sockpuppets_of_Kashifkhan.csv,3,2448199.0,2,1,2,0,0,5.0,15,21,18.0,12
Category_Wikipedia_sockpuppets_of_Bossgamer69.csv,5,156988.0,3,2,2,1,13,35.2,121,15,9.0,5
Category_Wikipedia_sockpuppets_of_Jim_Wales'_Stubble.csv,19,19206.0,7,12,3,4,0,71.84210526315789,145,12,10.736842105263158,10
Category_Wikipedia_sockpuppets_of_Nascarman1.csv,339,11496780.0,152,187,68,84,0,36.8023598820059,255,55,21.40117994100295,8
Category_Wikipedia_sockpuppets_of_The_Real_American.csv,132,5147211.0,48,84,48,0,0,32.734848484848484,183,54,16.25,5
Category_Wikipedia_sockpuppets_of_Terrance1994.csv,556,199385.0,141,415,116,25,0,50.530575539568346,373,42,16.782374100719423,3
Category_Wikipedia_sockpuppets_of_Fishypizza.csv,202,27988452.0,75,127,46,29,0,36.336633663366335,250,57,30.074257425742573,4
Category_Wikipedia_sockpuppets_of_Kevoras.csv,622,662597.0,218,404,83,135,0,50.5096463022508,255,58,26.827974276527332,3
Category_Wikipedia_sockpuppets_of_Misternortob.csv,29,4056593.0,12,17,12,0,0,41.793103448275865,161,35,24.79310344827586,15
Category_Wikipedia_sockpuppets_of_S&SFan2005.csv,1279,17448249.0,374,905,291,83,0,39.92650508209539,395,61,28.04769351055512,8
Category_Wikipedia_sockpuppets_of_Sarah411.csv,10,104631.0,3,7,2,1,2,88.7,198,16,11.2,9
Category_Wikipedia_sockpuppets_of_Aquasteth.csv,52,7665555.0,30,22,8,22,0,36.57692307692308,157,25,15.76923076923077,10
Category_Wikipedia_sockpuppets_of_Gta234.csv,214,8749.0,72,142,50,22,0,46.47196261682243,208,32,19.05607476635514,12
Category_Wikipedia_sockpuppets_of_Iloveaustria87.csv,7,573.0,6,1,6,0,0,0.0,0,22,18.428571428571427,17
Category_Wikipedia_sockpuppets_of_Cameroon_Official.csv,25,496139.0,12,13,9,3,0,36.08,230,41,18.72,6
Category_Wikipedia_sockpuppets_of_Farsi15.csv,344,58999329.0,128,216,31,97,0,46.93604651162791,303,53,19.59011627906977,3
Category_Wikipedia_sockpuppets_of_Wrestlingfan2012.csv,2150,21021821.0,1132,1018,500,632,0,24.10325581395349,496,67,20.79906976744186,9
Category_Wikipedia_sockpuppets_of_Gdasfh847.csv,15,257037.0,10,5,5,5,0,40.86666666666667,161,24,24.0,24
Category_Wikipedia_sockpuppets_of_Pank_claw.csv,797,18433653.0,223,574,112,111,0,48.47678795483061,250,62,23.47427854454203,5
Category_Wikipedia_sockpuppets_of_Indextookviewsgoals.csv,421,12273438.0,154,267,86,68,0,56.75296912114014,250,45,21.026128266033254,9
Category_Wikipedia_sockpuppets_of_Kazinipu.csv,6,496741.0,3,3,3,0,0,41.833333333333336,187,12,11.5,11
Category_Wikipedia_sockpuppets_of_Incognitus_scriptor.csv,3131,415907653.0,632,2499,500,132,0,48.41935483870968,500,70,16.435643564356436,4
Category_Wikipedia_sockpuppets_of_Vyaiskaya.csv,881,6249382.0,274,607,216,58,0,64.86152099886493,500,55,18.340522133938705,6
Category_Wikipedia_sockpuppets_of_Bhupooja.csv,60,19865287.0,18,42,8,10,0,47.36666666666667,203,33,20.366666666666667,11
Category_Wikipedia_sockpuppets_of_Idalawar.csv,76,112999224.0,26,50,12,14,0,54.026315789473685,250,33,20.026315789473685,11
Category_Wikipedia_sockpuppets_of_Fapmaster2014.csv,21,1520.0,12,9,10,2,0,25.523809523809526,227,54,43.80952380952381,33
Category_Wikipedia_sockpuppets_of_Publican_Farmer.csv,174,51986738.0,44,130,21,23,0,58.241379310344826,255,52,23.408045977011493,14
Category_Wikipedia_sockpuppets_of_Sumanmarma.csv,116,520614.0,33,83,28,5,0,35.5,388,53,21.31896551724138,17
Category_Wikipedia_sockpuppets_of_Carmettu.csv,18,11694.0,14,4,5,9,0,31.166666666666668,122,18,13.88888888888889,10
Category_Wikipedia_sockpuppets_of_Chubbybunny3.csv,1007,18999322.0,281,726,229,52,0,36.88282025819265,439,38,15.069513406156902,4
Category_Wikipedia_sockpuppets_of_Expatbanker.csv,10,1575.0,6,4,5,1,29,71.6,135,14,14.0,14
Category_Wikipedia_sockpuppets_of_Link_Smurf.csv,1557,227834303.0,492,1065,133,359,0,48.129094412331405,322,54,20.758509955041745,2
Category_Wikipedia_sockpuppets_of_PEßßLES.csv,28,6762455.0,13,15,7,6,0,53.035714285714285,199,29,26.214285714285715,3
Category_Wikipedia_sockpuppets_of_Lit2editor.csv,413,5436579.0,127,286,31,96,0,66.3365617433414,496,63,17.56900726392252,5
Category_Wikipedia_sockpuppets_of_EtymAesthete.csv,4744,18775941.0,1143,3601,500,643,0,49.97407251264755,255,59,15.902824620573355,3
Category_Wikipedia_sockpuppets_of_Tcs1208.csv,11,57063.0,5,6,4,1,0,29.818181818181817,84,33,29.818181818181817,13
Category_Wikipedia_sockpuppets_of_Lukejordan02.csv,1638,83879464.0,500,1138,500,0,0,46.595848595848594,499,62,24.81929181929182,8
Category_Wikipedia_sockpuppets_of_Patricia_CV.csv,2115,17449227.0,552,1563,500,52,0,40.47848699763593,648,52,20.556973995271868,4
Category_Wikipedia_sockpuppets_of_AmbroseGreypaw.csv,1218,15056177.0,389,829,204,185,0,47.12315270935961,357,87,17.363711001642034,4
Category_Wikipedia_sockpuppets_of_OneMadScientist.csv,2231,17528075.0,901,1330,500,401,0,45.409681757059616,255,47,19.675481846705512,3
Category_Wikipedia_sockpuppets_of_Faheemkintu.csv,547,28980922.0,185,362,162,23,0,48.14808043875686,381,60,16.96343692870201,4
Category_Wikipedia_sockpuppets_of_Kondavenkateshnetha.csv,140,74890022.0,37,103,35,2,0,37.93571428571428,229,26,12.057142857142857,8
Category_Wikipedia_sockpuppets_of_Peter_Ormond.csv,1704,105919246.0,529,1175,500,29,0,42.392605633802816,491,94,25.504107981220656,5
Category_Wikipedia_sockpuppets_of_Hotdaddy23.csv,119,9842525.0,33,86,13,20,0,44.05882352941177,241,40,25.100840336134453,8
Category_Wikipedia_sockpuppets_of_Michel_Sher.csv,221,2770354.0,74,147,23,51,0,55.34841628959276,243,46,16.687782805429865,5
Category_Wikipedia_sockpuppets_of_Rasputinfa.csv,477,258288449.0,99,378,27,72,0,48.18658280922432,242,52,17.949685534591193,5
Category_Wikipedia_sockpuppets_of_MRDU08.csv,2787,97734567.0,1286,1501,500,786,0,34.083602439899536,247,70,23.198062432723358,5
Category_Wikipedia_sockpuppets_of_Ashish_Narjinary.csv,1020,192278873.0,364,656,342,22,0,38.826470588235296,499,69,21.468627450980392,3
Category_Wikipedia_sockpuppets_of_Retro72.csv,2364,1881964.0,689,1675,463,226,0,53.645516074450086,255,47,16.609560067681894,2
Category_Wikipedia_sockpuppets_of_OGBranniff.csv,1560,17511456.0,585,975,490,95,0,43.26730769230769,250,94,25.425641025641024,4
Category_Wikipedia_sockpuppets_of_Mozambicano.csv,213,4143376.0,85,128,34,51,0,35.51643192488263,199,35,16.96713615023474,6
Category_Wikipedia_sockpuppets_of_Eajclark.csv,15,151073.0,8,7,6,2,0,30.2,136,38,24.333333333333332,12
Category_Wikipedia_sockpuppets_of_FreakBrainAtWork.csv,223,14828187.0,68,155,62,6,0,48.04932735426009,320,48,17.69506726457399,5
Category_Wikipedia_sockpuppets_of_Datarecovery21.csv,24,7723.0,11,13,6,5,2,84.25,198,31,16.041666666666668,6
Category_Wikipedia_sockpuppets_of_CC_King.csv,43,10555989.0,16,27,10,6,0,48.86046511627907,181,47,18.86046511627907,16
Category_Wikipedia_sockpuppets_of_Catholic-Truth-Advocate.csv,17,283463.0,8,9,3,5,31,117.88235294117646,306,24,20.176470588235293,19
Category_Wikipedia_sockpuppets_of_Pumpoviro.csv,5192,73758221.0,1295,3897,500,795,0,62.40851309707242,499,52,21.734591679506934,3
Category_Wikipedia_sockpuppets_of_Pewlosels.csv,177,1215952.0,37,140,35,2,0,40.559322033898304,200,70,40.9774011299435,4
Category_Wikipedia_sockpuppets_of_Shivansh_Hindustani.csv,83,455698.0,28,55,27,1,0,42.12048192771084,218,34,18.49397590361446,9
Category_Wikipedia_sockpuppets_of_Cuclamgo.csv,162,14693480.0,34,128,17,17,0,52.166666666666664,315,37,16.796296296296298,3
Category_Wikipedia_sockpuppets_of_Hychiang.csv,146,18985780.0,45,101,24,21,0,60.68493150684932,244,49,14.178082191780822,4
Category_Wikipedia_sockpuppets_of_Sathish1127.csv,1107,242799166.0,353,754,209,144,0,35.84643179765131,253,59,16.654923215898826,5
Category_Wikipedia_sockpuppets_of_Reuvengrish.csv,404,103161003.0,117,287,107,10,0,49.73514851485149,255,67,18.60148514851485,5
Category_Wikipedia_sockpuppets_of_Nursultan12.csv,1739,49246363.0,675,1064,500,175,0,32.922369177688324,503,59,23.53191489361702,6
Category_Wikipedia_sockpuppets_of_Santhini_R.csv,4,1184969.0,2,2,1,1,7,70.5,106,20,20.0,20
Category_Wikipedia_sockpuppets_of_Dwightjetnoga.csv,667,5637874.0,384,283,323,61,0,24.571214392803597,200,48,31.67766116941529,7
Category_Wikipedia_sockpuppets_of_Couponpitara.csv,6,362784.0,2,4,2,0,0,67.5,135,30,18.5,7
Category_Wikipedia_sockpuppets_of_DeltasAreCowards.csv,9,52529.0,4,5,3,1,16,53.77777777777778,138,14,12.0,11
Category_Wikipedia_sockpuppets_of_Xicko.csv,54,45568290.0,24,30,20,4,0,47.611111111111114,475,40,34.48148148148148,16
Category_Wikipedia_sockpuppets_of_Cal2323.csv,50,1996225.0,21,29,14,7,0,69.88,230,25,18.94,11
Category_Wikipedia_sockpuppets_of_Emersonlee.csv,21,145677166.0,6,15,5,1,0,34.095238095238095,177,42,16.952380952380953,14
Category_Wikipedia_sockpuppets_of_BoxRox.csv,460,27454398.0,148,312,68,80,0,53.780434782608694,255,54,16.965217391304346,5
Category_Wikipedia_sockpuppets_of_Mohamedrady2020.csv,1,0.0,1,0,1,0,53,53.0,53,25,25.0,25
Category_Wikipedia_sockpuppets_of_CheetaWolf.csv,366,5157749.0,159,207,106,53,0,42.849726775956285,255,97,31.469945355191257,10
Category_Wikipedia_sockpuppets_of_Nobita456.csv,3592,48161496.0,1346,2246,500,846,0,50.13947661469933,500,56,20.474109131403118,4
Category_Wikipedia_sockpuppets_of_Theman2121.csv,38,770.0,10,28,8,2,0,57.68421052631579,221,25,22.05263157894737,6
Category_Wikipedia_sockpuppets_of_Redandwhitead.csv,1,0.0,1,0,1,0,0,0.0,0,21,21.0,21
Category_Wikipedia_sockpuppets_of_Justshepu.csv,469,47860145.0,181,288,170,11,0,42.18123667377399,443,45,15.953091684434968,5
Category_Wikipedia_sockpuppets_of_Darmahjgari.csv,1376,19955277.0,430,946,115,315,0,36.88154069767442,255,52,11.841569767441861,3
Category_Wikipedia_sockpuppets_of_Darul_Ilm_Birmingham.csv,1,0.0,1,0,1,0,26,26.0,26,20,20.0,20
Category_Wikipedia_sockpuppets_of_Imacomp.csv,1027,2417750.0,522,505,500,22,0,38.20155793573515,187,51,19.701071080817915,7
Category_Wikipedia_sockpuppets_of_Sofakingwetoddit.csv,2,4154.0,2,0,2,0,41,58.5,76,24,24.0,24
Category_Wikipedia_sockpuppets_of_HooplaGuru.csv,81,2235221.0,67,14,32,35,0,18.049382716049383,168,25,21.22222222222222,10
Category_Wikipedia_sockpuppets_of_Minerfan.csv,133,6826009.0,61,72,53,8,0,28.60902255639098,199,37,22.05263157894737,18
Category_Wikipedia_sockpuppets_of_Inebranlable92.csv,914,28119273.0,544,370,500,44,0,32.401531728665205,475,45,27.578774617067833,4
