timestamp,revid,parentid,sock,user,page,message
2021-09-29T19:53:30+00:00,1047243985,1038801352,1,TristanMoens,Dina Cocea,Copying from [[Category:Romanian women writers]] to [[Category:Romanian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:53:30+00:00,1047243984,1025042281,1,TristanMoens,Gabriela Crețu,Copying from [[Category:Romanian women writers]] to [[Category:Romanian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:53:30+00:00,1047243983,996458321,1,TristanMoens,Annie Bentoiu,Copying from [[Category:Romanian women writers]] to [[Category:Romanian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:53:30+00:00,1047243981,998500362,1,TristanMoens,Adriana Bittel,Copying from [[Category:Romanian women writers]] to [[Category:Romanian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:53:30+00:00,1047243980,1043120923,1,TristanMoens,Hermiona Asachi,Copying from [[Category:Romanian women writers]] to [[Category:Romanian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:53:30+00:00,1047243979,1025902692,1,TristanMoens,Zsófia Balla,Copying from [[Category:Romanian women writers]] to [[Category:Romanian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:53:30+00:00,1047243978,1038319698,1,TristanMoens,Edith Balas,Copying from [[Category:Romanian women writers]] to [[Category:Romanian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:45:05+00:00,1047242785,1037977012,1,TristanMoens,Rama Yade,Copying from [[Category:Senegalese women writers]] to [[Category:Senegalese writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:45:04+00:00,1047242783,1010780051,1,TristanMoens,Aminata Diaw,Copying from [[Category:Senegalese women writers]] to [[Category:Senegalese writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:45:04+00:00,1047242781,934221087,1,TristanMoens,Penda Mbow,Copying from [[Category:Senegalese women writers]] to [[Category:Senegalese writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:45:04+00:00,1047242780,1038235727,1,TristanMoens,Awa Thiam,Copying from [[Category:Senegalese women writers]] to [[Category:Senegalese writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:45:04+00:00,1047242779,1018882299,1,TristanMoens,Fatou Niang Siga,Copying from [[Category:Senegalese women writers]] to [[Category:Senegalese writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:45:04+00:00,1047242778,1015315548,1,TristanMoens,Ndèye Coumba Mbengue Diakhaté,Copying from [[Category:Senegalese women writers]] to [[Category:Senegalese writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:45:04+00:00,1047242775,1029251910,1,TristanMoens,Myriam Warner-Vieyra,Copying from [[Category:Senegalese women writers]] to [[Category:Senegalese writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:45:04+00:00,1047242774,1016976338,1,TristanMoens,Annette Mbaye d'Erneville,Copying from [[Category:Senegalese women writers]] to [[Category:Senegalese writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:45:04+00:00,1047242773,1014035124,1,TristanMoens,N'Goné Fall,Copying from [[Category:Senegalese women writers]] to [[Category:Senegalese writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:45:04+00:00,1047242771,1014757546,1,TristanMoens,Kalista Sy,Copying from [[Category:Senegalese women writers]] to [[Category:Senegalese writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:45:04+00:00,1047242770,1005609225,1,TristanMoens,Fatou Kandé Senghor,Copying from [[Category:Senegalese women writers]] to [[Category:Senegalese writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:45:04+00:00,1047242769,1017223457,1,TristanMoens,Mariama Ndoye,Copying from [[Category:Senegalese women writers]] to [[Category:Senegalese writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:45:04+00:00,1047242764,837018844,1,TristanMoens,Diana Mordasini,Copying from [[Category:Senegalese women writers]] to [[Category:Senegalese writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:45:04+00:00,1047242762,1035753932,1,TristanMoens,Rama Thiaw,Copying from [[Category:Senegalese women writers]] to [[Category:Senegalese writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:45:03+00:00,1047242782,1021325261,1,TristanMoens,Fama Diagne Sène,Copying from [[Category:Senegalese women writers]] to [[Category:Senegalese writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:45:03+00:00,1047242768,995206830,1,TristanMoens,Fatou Ndiaye Sow,Copying from [[Category:Senegalese women writers]] to [[Category:Senegalese writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:45:03+00:00,1047242767,1034649145,1,TristanMoens,Fatou Diome,Copying from [[Category:Senegalese women writers]] to [[Category:Senegalese writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:45:03+00:00,1047242766,989389777,1,TristanMoens,Khady Sylla,Copying from [[Category:Senegalese women writers]] to [[Category:Senegalese writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:45:03+00:00,1047242763,998466020,1,TristanMoens,Khady Koita,Copying from [[Category:Senegalese women writers]] to [[Category:Senegalese writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:45:03+00:00,1047242760,1046721345,1,TristanMoens,Khadi Fall,Copying from [[Category:Senegalese women writers]] to [[Category:Senegalese writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:45:03+00:00,1047242759,1046721620,1,TristanMoens,Khady Hane,Copying from [[Category:Senegalese women writers]] to [[Category:Senegalese writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:45:03+00:00,1047242758,1035541901,1,TristanMoens,Lobé Ndiaye,Copying from [[Category:Senegalese women writers]] to [[Category:Senegalese writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:45:03+00:00,1047242757,1008968130,1,TristanMoens,Mariama Barry,Copying from [[Category:Senegalese women writers]] to [[Category:Senegalese writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:45:03+00:00,1047242756,995207786,1,TristanMoens,Nafissatou Dia Diouf,Copying from [[Category:Senegalese women writers]] to [[Category:Senegalese writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:45:03+00:00,1047242755,995891411,1,TristanMoens,Sokhna Benga,Copying from [[Category:Senegalese women writers]] to [[Category:Senegalese writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:45:03+00:00,1047242752,976204174,1,TristanMoens,Ken Bugul,Copying from [[Category:Senegalese women writers]] to [[Category:Senegalese writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:45:03+00:00,1047242751,957217995,1,TristanMoens,Aïssatou Cissé,Copying from [[Category:Senegalese women writers]] to [[Category:Senegalese writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:45:03+00:00,1047242750,1012655272,1,TristanMoens,Aminata Sophie Dièye,Copying from [[Category:Senegalese women writers]] to [[Category:Senegalese writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:45:03+00:00,1047242749,995207961,1,TristanMoens,Kiné Kirama Fall,Copying from [[Category:Senegalese women writers]] to [[Category:Senegalese writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:42:56+00:00,1047242463,1045723702,1,TristanMoens,Táhirih,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:42:56+00:00,1047242456,1045440400,1,TristanMoens,Poopak NikTalab,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:42:55+00:00,1047242452,1018869040,1,TristanMoens,Mahnaz Shirali,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:42:55+00:00,1047242451,1047064592,1,TristanMoens,Shadi Sadr,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:42:55+00:00,1047242450,1034880590,1,TristanMoens,Akram Monfared Arya,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:42:55+00:00,1047242449,1019814587,1,TristanMoens,Gulrukhsor Safieva,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:42:55+00:00,1047242444,1029888824,1,TristanMoens,Zandokht Shirazi,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:42:55+00:00,1047242440,1042448661,1,TristanMoens,Lobat Vala,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:42:55+00:00,1047242438,1035355209,1,TristanMoens,Parinoush Saniee,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:42:55+00:00,1047242435,1019082552,1,TristanMoens,Marzieh Sotoudeh,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:42:54+00:00,1047242443,1020924330,1,TristanMoens,Fateme Ekhtesari,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:42:54+00:00,1047242434,1036981052,1,TristanMoens,Rokhsareh Ghaemmaghami,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:42:53+00:00,1047242442,1047211914,1,TristanMoens,Simin Daneshvar,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:42:52+00:00,1047242428,1021402803,1,TristanMoens,Akram Pedramnia,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:42:02+00:00,1047242318,1043666533,1,TristanMoens,Shirin Ebadi,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:42:02+00:00,1047242315,1023459541,1,TristanMoens,Forugh Farrokhzad,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:42:02+00:00,1047242314,1043564055,1,TristanMoens,Mahnaz Afkhami,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:42:01+00:00,1047242310,1042957794,1,TristanMoens,Zahra Rahnavard,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:42:01+00:00,1047242309,1035017109,1,TristanMoens,Azar Nafisi,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:42:01+00:00,1047242307,1035796369,1,TristanMoens,Sanaz Minaie,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:42:01+00:00,1047242306,1043546522,1,TristanMoens,Dora Levy Mossanen,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:59+00:00,1047242304,1040524077,1,TristanMoens,Louise Aslanian,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:59+00:00,1047242303,1031913485,1,TristanMoens,Gita Hashemi,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:57+00:00,1047242301,1034458202,1,TristanMoens,Simin Behbahani,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:57+00:00,1047242300,1040834751,1,TristanMoens,Afsaneh Najmabadi,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:57+00:00,1047242298,1039283463,1,TristanMoens,Siba Shakib,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:57+00:00,1047242297,999960552,1,TristanMoens,Minou Reeves,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:57+00:00,1047242296,1036266455,1,TristanMoens,Bahiyyih Nakhjavani,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:57+00:00,1047242295,933407362,1,TristanMoens,Mahasti Shahrokhi,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:57+00:00,1047242294,1025823258,1,TristanMoens,Goli Taraghi,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:56+00:00,1047242299,1045816066,1,TristanMoens,Shusha Guppy,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:56+00:00,1047242293,1044280302,1,TristanMoens,Mahsati,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:56+00:00,1047242289,999231419,1,TristanMoens,Roza Montazemi,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:55+00:00,1047242288,1019964834,1,TristanMoens,Farah Karimi,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:55+00:00,1047242283,925879482,1,TristanMoens,Jamileh Kadivar,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:55+00:00,1047242282,984966382,1,TristanMoens,Nika Khanjani,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:55+00:00,1047242281,1044655335,1,TristanMoens,Porochista Khakpour,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:55+00:00,1047242279,1035233781,1,TristanMoens,Granaz Moussavi,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:55+00:00,1047242277,1045992174,1,TristanMoens,Jila Hosseini,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:55+00:00,1047242276,1029954221,1,TristanMoens,Parvaneh Milani,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:55+00:00,1047242274,1042756011,1,TristanMoens,Zinah al-Sadat Humayuni,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:55+00:00,1047242272,1038198280,1,TristanMoens,Leila Kasra,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:55+00:00,1047242268,1044838287,1,TristanMoens,Sepideh Mohammadian,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:54+00:00,1047242275,1022214404,1,TristanMoens,Mehrangiz Dowlatshahi,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:54+00:00,1047242273,1035607061,1,TristanMoens,Maryam Hooleh,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:54+00:00,1047242271,1019812010,1,TristanMoens,Sheema Kalbasi,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:54+00:00,1047242270,1043951454,1,TristanMoens,Sediqeh Dowlatabadi,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:54+00:00,1047242269,993239938,1,TristanMoens,Fatemeh Keshavarz,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:54+00:00,1047242266,1023478247,1,TristanMoens,Kamin Mohammadi,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:54+00:00,1047242265,1045250440,1,TristanMoens,Zohreh Ghaeni,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:54+00:00,1047242264,1027718392,1,TristanMoens,Firoozeh Dumas,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:54+00:00,1047242263,1046153432,1,TristanMoens,Sahar Delijani,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:54+00:00,1047242261,1031834439,1,TristanMoens,Mahnaz Fattahi,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:53+00:00,1047242267,1043471326,1,TristanMoens,Parvin E'tesami,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:53+00:00,1047242262,952210292,1,TristanMoens,Soraya Darabi,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:53+00:00,1047242259,915227969,1,TristanMoens,Amanda Enayati,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:53+00:00,1047242254,1044602856,1,TristanMoens,Pegah Ahmadi,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:53+00:00,1047242251,1023477750,1,TristanMoens,Shahin Assayesh,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:52+00:00,1047242257,1035186313,1,TristanMoens,Ghamar Ariyan,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:52+00:00,1047242256,1042956939,1,TristanMoens,Mastoureh Ardalan,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:52+00:00,1047242255,1025501099,1,TristanMoens,Lady Amin,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:52+00:00,1047242252,1043221169,1,TristanMoens,Masoumeh Abad,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:52+00:00,1047242250,994627633,1,TristanMoens,Mahshid Amirshahi,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:52+00:00,1047242248,1016227487,1,TristanMoens,Maryam Amid,Copying from [[Category:Iranian women writers]] to [[Category:Iranian writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:20+00:00,1047242174,1045773366,1,TristanMoens,Rigoberta Menchú,Copying from [[Category:Guatemalan women writers]] to [[Category:Guatemalan writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:20+00:00,1047242167,997293533,1,TristanMoens,Gloria Menéndez Mina,Copying from [[Category:Guatemalan women writers]] to [[Category:Guatemalan writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:20+00:00,1047242165,1009632463,1,TristanMoens,Magdalena Spínola,Copying from [[Category:Guatemalan women writers]] to [[Category:Guatemalan writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
2021-09-29T19:41:20+00:00,1047242164,1020842893,1,TristanMoens,Elisa Hall de Asturias,Copying from [[Category:Guatemalan women writers]] to [[Category:Guatemalan writers]] using [[c:Help:Cat-a-lot|Cat-a-lot]]
